Caust.v2_000013	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006464,GO:0006486,GO:0006493,GO:0006807,GO:0008150,GO:0008152,GO:0008593,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0012505,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016763,GO:0019538,GO:0023051,GO:0023057,GO:0030176,GO:0031224,GO:0031227,GO:0031984,GO:0034645,GO:0036211,GO:0042175,GO:0042285,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045746,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0065007,GO:0070085,GO:0071704,GO:0098827,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576
Caust.v2_000014	GO:0000151,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005700,GO:0005703,GO:0006464,GO:0006807,GO:0006950,GO:0006979,GO:0008092,GO:0008150,GO:0008152,GO:0009987,GO:0016567,GO:0019538,GO:0031461,GO:0031463,GO:0032446,GO:0032991,GO:0036211,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0046983,GO:0050896,GO:0051865,GO:0070647,GO:0071704,GO:0098687,GO:1901564,GO:1902494,GO:1990234
Caust.v2_000015	-
Caust.v2_000017	GO:0000003,GO:0000045,GO:0000407,GO:0000422,GO:0002165,GO:0002682,GO:0002697,GO:0002831,GO:0003006,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006497,GO:0006501,GO:0006807,GO:0006914,GO:0006950,GO:0006995,GO:0006996,GO:0007005,GO:0007033,GO:0007154,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007552,GO:0007568,GO:0008150,GO:0008152,GO:0008219,GO:0008340,GO:0008641,GO:0009056,GO:0009058,GO:0009059,GO:0009267,GO:0009605,GO:0009653,GO:0009791,GO:0009886,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0009991,GO:0010259,GO:0010506,GO:0010508,GO:0010623,GO:0010941,GO:0012501,GO:0016043,GO:0016236,GO:0016237,GO:0016239,GO:0016241,GO:0016740,GO:0016874,GO:0016877,GO:0018410,GO:0019222,GO:0019538,GO:0019778,GO:0019779,GO:0019953,GO:0022411,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0031347,GO:0031667,GO:0031668,GO:0031669,GO:0032101,GO:0032446,GO:0032501,GO:0032502,GO:0032504,GO:0033554,GO:0034645,GO:0034727,GO:0035069,GO:0035096,GO:0036211,GO:0042157,GO:0042158,GO:0042594,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043412,GO:0043562,GO:0043687,GO:0043900,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0044804,GO:0044805,GO:0048468,GO:0048477,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048609,GO:0048707,GO:0048856,GO:0048869,GO:0050688,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051239,GO:0051704,GO:0051716,GO:0060033,GO:0060548,GO:0061726,GO:0061919,GO:0065007,GO:0070647,GO:0070925,GO:0071496,GO:0071704,GO:0071840,GO:0080134,GO:1901564,GO:1901566,GO:1901576,GO:1903008,GO:1903706,GO:1905037,GO:2000026,-
Caust.v2_000018	GO:0000003,GO:0001654,GO:0001745,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007219,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007291,GO:0007349,GO:0007423,GO:0008150,GO:0008152,GO:0009653,GO:0009887,GO:0009987,GO:0010941,GO:0012505,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0019953,GO:0022412,GO:0022414,GO:0023052,GO:0030154,GO:0031982,GO:0031984,GO:0032501,GO:0032502,GO:0032504,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0048232,GO:0048468,GO:0048513,GO:0048515,GO:0048519,GO:0048523,GO:0048592,GO:0048609,GO:0048646,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0051716,GO:0060548,GO:0065007,GO:0071704,GO:0090596,GO:0098791,GO:0140096,GO:1901214,GO:1901215,GO:1901564
Caust.v2_000020	-
Caust.v2_000022	GO:0000123,GO:0000124,GO:0000428,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005669,GO:0005737,GO:0006139,GO:0006325,GO:0006351,GO:0006352,GO:0006366,GO:0006367,GO:0006464,GO:0006473,GO:0006475,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016569,GO:0016570,GO:0016573,GO:0016591,GO:0018130,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019438,GO:0019538,GO:0030880,GO:0031248,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043543,GO:0043966,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044798,GO:0046483,GO:0051276,GO:0055029,GO:0061695,GO:0070013,GO:0070461,GO:0071704,GO:0071840,GO:0090304,GO:0090575,GO:0097659,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1902493,GO:1902494,GO:1905368,GO:1990234
Caust.v2_000023	GO:0000981,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0008150,GO:0009653,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0030154,GO:0031323,GO:0031326,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141
Caust.v2_000026	GO:0000027,GO:0005575,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016072,GO:0022607,GO:0022613,GO:0022618,GO:0030684,GO:0030687,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0042255,GO:0042273,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:1901360,GO:1990904
Caust.v2_000027	-
Caust.v2_000029	-
Caust.v2_000030	GO:0003674,GO:0005096,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008047,GO:0008150,GO:0008277,GO:0009966,GO:0010646,GO:0016020,GO:0023051,GO:0030234,GO:0030695,GO:0043085,GO:0043087,GO:0043547,GO:0044093,GO:0044424,GO:0044464,GO:0048583,GO:0050789,GO:0050790,GO:0050794,GO:0051336,GO:0051345,GO:0060589,GO:0065007,GO:0065009,GO:0071944,GO:0098772
Caust.v2_000031	-
Caust.v2_000034	-
Caust.v2_000035	GO:0000407,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005776,GO:0006914,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016236,GO:0032182,GO:0043130,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0061919
Caust.v2_000036	-
Caust.v2_000037	-
Caust.v2_000038	-
Caust.v2_000039	GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0031974,GO:0031981,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070013,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904
Caust.v2_000040	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0008250,GO:0012505,GO:0016020,GO:0031984,GO:0032991,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0098796,GO:0098827,GO:1902494,GO:1990234
Caust.v2_000041	-
Caust.v2_000042	-
Caust.v2_000043	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005968,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0018342,GO:0018344,GO:0019538,GO:0032991,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097354,GO:1901564,GO:1902494,GO:1990234
Caust.v2_000044	GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042594,GO:0050896,GO:0051716,GO:0071496
Caust.v2_000045	GO:0000902,GO:0000904,GO:0005575,GO:0005576,GO:0005615,GO:0005616,GO:0006928,GO:0006935,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0008037,GO:0008038,GO:0008039,GO:0008045,GO:0008150,GO:0009605,GO:0009653,GO:0009987,GO:0016043,GO:0016201,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0032991,GO:0040011,GO:0042221,GO:0042330,GO:0044421,GO:0048468,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050896,GO:0050919,GO:0061564,GO:0071840,GO:0097485,GO:0120036,GO:0120039
Caust.v2_000046	GO:0000902,GO:0000904,GO:0005575,GO:0005576,GO:0005615,GO:0005616,GO:0006928,GO:0006935,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0008037,GO:0008038,GO:0008039,GO:0008045,GO:0008150,GO:0009605,GO:0009653,GO:0009987,GO:0016043,GO:0016201,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0032991,GO:0040011,GO:0042221,GO:0042330,GO:0044421,GO:0048468,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050896,GO:0050919,GO:0061564,GO:0071840,GO:0097485,GO:0120036,GO:0120039
Caust.v2_000047	GO:0003674,GO:0005488,GO:0005515,GO:0006457,GO:0008150,GO:0009987,GO:0051082
Caust.v2_000048	GO:0003674,GO:0003824,GO:0004368,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005975,GO:0006066,GO:0006071,GO:0006072,GO:0006091,GO:0006116,GO:0006127,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0007610,GO:0007626,GO:0007629,GO:0008150,GO:0008152,GO:0008344,GO:0009117,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016614,GO:0016901,GO:0019362,GO:0019400,GO:0019637,GO:0019674,GO:0019751,GO:0019866,GO:0022900,GO:0022904,GO:0030534,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0032501,GO:0034308,GO:0034641,GO:0042180,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046483,GO:0046496,GO:0051186,GO:0052646,GO:0055086,GO:0055114,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564,GO:1901615,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0006950,GO:0006952,GO:0006996,GO:0007010,GO:0007525,GO:0007527,GO:0008092,GO:0008150,GO:0009605,GO:0009607,GO:0009620,GO:0009987,GO:0015629,GO:0016043,GO:0030029,GO:0030036,GO:0032502,GO:0043207,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464,GO:0044877,GO:0048856,GO:0050832,GO:0050896,GO:0051015,GO:0051704,GO:0051707,GO:0061061,GO:0071840,GO:0098542
Caust.v2_000049	-
Caust.v2_000050	GO:0000122,GO:0000976,GO:0000981,GO:0000982,GO:0000987,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005700,GO:0005704,GO:0006355,GO:0006357,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043565,GO:0044212,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0060968,GO:0065007,GO:0080090,GO:0097159,GO:0098687,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141
Caust.v2_000051	GO:0000785,GO:0000791,GO:0000976,GO:0001067,GO:0001654,GO:0001700,GO:0002009,GO:0002165,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005700,GO:0005701,GO:0005730,GO:0006325,GO:0006355,GO:0006950,GO:0006952,GO:0006996,GO:0006997,GO:0007000,GO:0007275,GO:0007391,GO:0007423,GO:0007444,GO:0007472,GO:0007476,GO:0007507,GO:0007552,GO:0007560,GO:0008150,GO:0009605,GO:0009607,GO:0009620,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010369,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016043,GO:0016331,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0035050,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0044212,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044464,GO:0045893,GO:0045935,GO:0048513,GO:0048518,GO:0048522,GO:0048563,GO:0048568,GO:0048569,GO:0048598,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048749,GO:0048856,GO:0050789,GO:0050794,GO:0050832,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051276,GO:0051302,GO:0051704,GO:0051707,GO:0060255,GO:0060429,GO:0060562,GO:0065007,GO:0070013,GO:0071840,GO:0072359,GO:0080090,GO:0097159,GO:0098542,GO:0098687,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141
Caust.v2_000054	-
Caust.v2_000055	GO:0000785,GO:0003674,GO:0003682,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005700,GO:0006325,GO:0006342,GO:0006355,GO:0006996,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0019219,GO:0019222,GO:0031056,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031399,GO:0032268,GO:0033043,GO:0033044,GO:0034401,GO:0035064,GO:0035065,GO:0035327,GO:0040029,GO:0042393,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0045814,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051172,GO:0051246,GO:0051252,GO:0051253,GO:0051276,GO:0060255,GO:0065007,GO:0070828,GO:0070868,GO:0071840,GO:0080090,GO:0097549,GO:0140030,GO:0140034,GO:1901983,GO:1902275,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2000756,GO:2001141
Caust.v2_000056	GO:0000785,GO:0003674,GO:0003682,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005700,GO:0006325,GO:0006342,GO:0006355,GO:0006996,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0019219,GO:0019222,GO:0031056,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031399,GO:0032268,GO:0033043,GO:0033044,GO:0034401,GO:0035064,GO:0035065,GO:0035327,GO:0040029,GO:0042393,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0045814,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051172,GO:0051246,GO:0051252,GO:0051253,GO:0051276,GO:0060255,GO:0065007,GO:0070828,GO:0070868,GO:0071840,GO:0080090,GO:0097549,GO:0140030,GO:0140034,GO:1901983,GO:1902275,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2000756,GO:2001141
Caust.v2_000059	-
Caust.v2_000060	-
Caust.v2_000061	-
